Naam;URN;Waarde;IMBRO;IMBRO/A;Definitie
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"zandsteenWeinigDunneLaagjes";"Ja";"Ja";"Zandsteen maakt 5 tot 25% van het volume uit en komt voor in laagjes die tussen 60 en 200 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"zandsteenVeelDunneLaminae";"Ja";"Ja";"Zandsteen maakt 25 tot 50% van het volume uit en komt voor in laminae die minder dan 6 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"zandsteenVeelDikkeLaminae";"Ja";"Ja";"Zandsteen maakt 25 tot 50% van het volume uit en komt voor in laminae die tussen 6 en 20 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"zandsteenVeelErgDunneLaagjes";"Ja";"Ja";"Zandsteen maakt 25 tot 50% van het volume uit en komt voor in laagjes die tussen 20 en 60 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"zandsteenVeelDunneLaagjes";"Ja";"Ja";"Zandsteen maakt 25 tot 50% van het volume uit en komt voor in laagjes die tussen 60 en 200 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"bruinkoollagen";"Nee";"Ja";"Bruinkool maakt minder dan 50% van het volume uit en komt voor in laminae, laagjes of lagen."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"detrituslagen";"Nee";"Ja";"Detritus maakt minder dan 50% van het volume uit en komt voor in laminae, laagjes of lagen."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"grindlagen";"Nee";"Ja";"Grind maakt minder dan 50% van het volume uit en komt voor in laminae, laagjes of lagen."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"gyttjalagen";"Nee";"Ja";"Gyttja maakt minder dan 50% van het volume uit en komt voor in laminae, laagjes of lagen."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"keitjeslagen";"Nee";"Ja";"Keitjes maken minder dan 50% van het volume uit en komt voor in laminae, laagjes of lagen."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kleilagen";"Nee";"Ja";"Klei maakt minder dan 50% van het volume uit en komt voor in laminae, laagjes of lagen."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"leemlagen";"Nee";"Ja";"Leem maakt minder dan 50% van het volume uit en komt voor in laminae, laagjes of lagen."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"oerlagen";"Nee";"Ja";"Oer maakt minder dan 50% van het volume uit en komt voor in laminae, laagjes of lagen."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"schelpmateriaallagen";"Nee";"Ja";"Schelpmateriaal maakt minder dan 50% van het volume uit en komt voor in laminae, laagjes of lagen."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"veenlagen";"Nee";"Ja";"Veen maakt minder dan 50% van het volume uit en komt voor in laminae, laagjes of lagen."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"zandlagen";"Nee";"Ja";"Zand maakt minder dan 50% van het volume uit en komt voor in laminae, laagjes of lagen."
"Gelaagdheid";"urn:bro:bhrgt:Bedding";"dunGelamineerd";"Ja";"Ja";"De laag is opgebouwd uit laagjes met een dikte die kleiner is dan 6 mm."
"Gelaagdheid";"urn:bro:bhrgt:Bedding";"dikGelamineerd";"Ja";"Ja";"De laag is opgebouwd uit laagjes met een dikte die tussen 6 en 20 mm ligt."
"Gelaagdheid";"urn:bro:bhrgt:Bedding";"ergDunGelaagd";"Ja";"Ja";"De laag is opgebouwd uit laagjes met een dikte die tussen 20 en 60 mm ligt."
"Gelaagdheid";"urn:bro:bhrgt:Bedding";"dunGelaagd";"Ja";"Ja";"De laag is opgebouwd uit laagjes met een dikte die die tussen 60 en 200 mm ligt. "
"Gelaagdheid";"urn:bro:bhrgt:Bedding";"mmGelaagd";"Nee";"Ja";"De laag is opgebouwd uit laagjes met een dikte die van een of enkele millimeters. Een klasse onder de NEN 5104 procedure."
"Gelaagdheid";"urn:bro:bhrgt:Bedding";"cmGelaagd";"Nee";"Ja";"De laag is opgebouwd uit laagjes met een dikte die van een of enkele centimeters. Een klasse onder de NEN 5104 procedure."
"Gelaagdheid";"urn:bro:bhrgt:Bedding";"dmGelaagd";"Nee";"Ja";"De laag is opgebouwd uit laagjes met een dikte die van een of enkele decimeters. Een klasse onder de NEN 5104 procedure."
"GeotechnischeAfzettingskarakteristiek";"urn:bro:bhrgt:GeotechnicalDepositionalCharacteristic";"nietBepaald";"Ja";"Ja";"De typering van het sediment waaruit de grond bestaat is niet bepaald."
"GeotechnischeAfzettingskarakteristiek";"urn:bro:bhrgt:GeotechnicalDepositionalCharacteristic";"basisveen";"Ja";"Ja";"De onderste holocene veenlaag liggend op pleistocene afzettingen. Door compactie als gevolg van bedekking met sediment meestal steviger dan bovenliggende veenlagen, zoals van het Hollandveen Laagpakket."
"GeotechnischeAfzettingskarakteristiek";"urn:bro:bhrgt:GeotechnicalDepositionalCharacteristic";"basisveenOnbelast";"Ja";"Ja";"De onderste holocene veenlaag liggend op pleistocene afzettingen. Niet op grond van consistentie te onderscheiden van het Hollandveen laagpakket."
"GeotechnischeAfzettingskarakteristiek";"urn:bro:bhrgt:GeotechnicalDepositionalCharacteristic";"dekzand";"Ja";"Ja";"Meestal fijn, uniform, afgerond zand, door de wind over grote gebieden afgezet in de ijstijden. In Oost- en Zuid Nederland aan de oppervlakte, elders scherpe bovengrens met holocene veen- of kleilagen. Formatie van Boxtel, Laagpakket van Wierden."
"GeotechnischeAfzettingskarakteristiek";"urn:bro:bhrgt:GeotechnicalDepositionalCharacteristic";"duinKust";"Ja";"Ja";"Fijn, uniform zand in oppervlakkige en begraven stuifzandruggen langs de kust. "
"GeotechnischeAfzettingskarakteristiek";"urn:bro:bhrgt:GeotechnicalDepositionalCharacteristic";"duinRivier";"Ja";"Ja";"Stuifzand in de vorm van duinen langs/naast de rivieren."
"GeotechnischeAfzettingskarakteristiek";"urn:bro:bhrgt:GeotechnicalDepositionalCharacteristic";"fluviatielBeek";"Ja";"Ja";"Siltige of kleiige afzetting van met slibrijk water overstroomde rivier- en beekdalen."
"GeotechnischeAfzettingskarakteristiek";"urn:bro:bhrgt:GeotechnicalDepositionalCharacteristic";"fluviatielKomklei";"Ja";"Ja";"klei afgezet in overloopgebied van een rivier."
"GeotechnischeAfzettingskarakteristiek";"urn:bro:bhrgt:GeotechnicalDepositionalCharacteristic";"glaciaalKeileem";"Ja";"Ja";"Sterk zandige tot uiterst siltige vaste veelal grijze klei met grove tot zeer grove secundaire fractie, grondmorene gevormd onder de ijskap van de voorlaatste ijstijd (Saalien). Formatie van Drente, Laagpakket van Gieten."
"GeotechnischeAfzettingskarakteristiek";"urn:bro:bhrgt:GeotechnicalDepositionalCharacteristic";"glaciaalPotklei";"Ja";"Ja";"Zwak tot matig siltig of zandige, stevig tot (zeer) harde, veelal kalkrijke en glimmerhoudende, licht- tot donkergrijze, of donkerbruine tot zwarte, nabij het maaiveld door oxidatie soms rode klei. Formatie van Peelo, Laagpakket van Nieuwolda. Sedimenten die afgezet zijn in diepe sub-glaciale smeltwatergeulen, direct na het afsmelten van het Elsterien landijs. Hoge tot zeer hoge lutum percentages zijn kenmerkend, in enkele gevallen oplopend tot 60%. Kenmerkend voor de Formatie van Peelo is de sterke wisseling in dikte over korte afstanden. Klei soms gelamineerd in warven."
"GeotechnischeAfzettingskarakteristiek";"urn:bro:bhrgt:GeotechnicalDepositionalCharacteristic";"glaciaalWarvenklei";"Ja";"Ja";"Zeer regelmatig gelamineerde opeenvolging ontstaan door seizoensinvloed op afzetting in glaciaal meer, bijvoorbeeld potklei en glaciale klei in Bekken van Amsterdam (Laag van Oosterdok, Formatie van Drente). Warven tonen een afwisseling in zomerlagen (licht) en winterlagen (donker)."
"GeotechnischeAfzettingskarakteristiek";"urn:bro:bhrgt:GeotechnicalDepositionalCharacteristic";"katteklei";"Ja";"Ja";"Zure klei ontstaan door oxidatie van sulfiderijke klei; vaak gele en of rode verkleuring (vlekken). Katteklei komt voornamelijk voor in droogmakerijen."
"GeotechnischeAfzettingskarakteristiek";"urn:bro:bhrgt:GeotechnicalDepositionalCharacteristic";"kwelderklei";"Ja";"Ja";"Klei die op een kwelder is afgezet. De klei wordt gekenmerkt door een hoog gehalte aan kleimineralen; degelijke kleien worden vaak aangeduid als knikklei of knipklei."
"GeotechnischeAfzettingskarakteristiek";"urn:bro:bhrgt:GeotechnicalDepositionalCharacteristic";"loess";"Ja";"Ja";"Grond die door de wind is afgezet en in het algemeen voor meer dan 75% bestaat uit kwartskorrels met een korrelgrootte tussen 2 en 63 µm (Formatie van Boxtel, Laagpakket van Schimmert). Komt vooral voor in Zuid-Limburg en ligt vaak rechtstreeks op grindlagen die door de Maas zijn afgezet."
"GeotechnischeAfzettingskarakteristiek";"urn:bro:bhrgt:GeotechnicalDepositionalCharacteristic";"marienLagunair";"Ja";"Ja";"Grond die in een waddenmilieu is afgezet. "
"GeotechnischeAfzettingskarakteristiek";"urn:bro:bhrgt:GeotechnicalDepositionalCharacteristic";"verweerdGesteente";"Ja";"Ja";"Grond die het product is van verwerking van onderliggend intact gesteente. Gekenmerkt door naast elkaar voorkomen van brokken onverweerd gesteente en volledig verweerd materiaal, dat als klei, silt of zand wordt beschreven. "
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"keien";"Ja";"Ja";"Zeer Grove minerale grond die voor meer dan 95% uit keien bestaat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"keienMetGrind";"Ja";"Ja";"Zeer Grove minerale grond die voor 50 tot 95% uit keien en voor de rest vooral uit grind bestaat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"keienMetZand";"Ja";"Ja";"Zeer Grove minerale grond die voor 50 tot 95% uit keien en voor de rest vooral uit zand bestaat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"keienMetSilt";"Ja";"Ja";"Zeer Grove minerale grond die bestaat uit keien die elkaar raken met daartussen fijn materiaal dat zich gedraagt als silt."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"keienMetKlei";"Ja";"Ja";"Zeer Grove minerale grond die bestaat uit keien die elkaar raken met daartussen fijn materiaal dat zich gedraagt als klei."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"keitjes";"Ja";"Ja";"Zeer Grove minerale grond die voor meer dan 95% uit keitjes bestaat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"keitjesMetGrind";"Ja";"Ja";"Zeer Grove minerale grond die voor 50 tot 95% uit keitjes en voor de rest vooral uit grind bestaat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"keitjesMetZand";"Ja";"Ja";"Zeer Grove minerale grond die voor 50 tot 95% uit keitjes en voor de rest vooral uit zand bestaat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"keitjesMetSilt";"Ja";"Ja";"Zeer Grove minerale grond die bestaat uit keitjes die elkaar raken met daartussen fijn materiaal dat zich gedraagt als silt."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"keitjesMetKlei";"Ja";"Ja";"Zeer Grove minerale grond die bestaat uit keitjes die elkaar raken met daartussen fijn materiaal dat zich gedraagt als klei."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"grind";"Ja";"Ja";"Grove minerale grond die voor meer dan 95% uit grind bestaat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"grindMetKeien";"Ja";"Ja";"Grove minerale grond die voor 50 tot 95% uit grind en voor de rest vooral uit keien bestaat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"grindMetKeitjes";"Ja";"Ja";"Grove minerale grond die voor 50 tot 95% uit grind en voor de rest vooral uit keitjes bestaat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"zwakZandigGrind";"Ja";"Ja";"Grove minerale grond die voor meer dan 50% uit grind en voor 5 tot 20% uit zand bestaat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"sterkZandigGrind";"Ja";"Ja";"Grove minerale grond die voor meer dan 50% uit grind en voor meer dan 20% uit zand bestaat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"siltigGrind";"Ja";"Ja";"Grove minerale grond die bestaat uit grind waarvan de korrels elkaar raken met daartussen fijn materiaal dat zich gedraagt als silt."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"kleiigGrind";"Ja";"Ja";"Grove minerale grond die uit grind bestaat waarvan de korrels elkaar raken met daartussen fijn materiaal dat zich gedraagt als klei."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"zand";"Ja";"Ja";"Grove minerale grond die voor meer dan 95% uit zand bestaat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"zandMetKeien";"Ja";"Ja";"Grove minerale grond die voor 50 tot 95% uit zand en voor de rest vooral uit keien bestaat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"zandMetKeitjes";"Ja";"Ja";"Grove minerale grond die voor 50 tot 95% uit zand en voor de rest vooral uit keitjes bestaat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"zwakGrindigZand";"Ja";"Ja";"Grove minerale grond die voor meer dan 50% uit zand en voor 5 tot 20% uit grind bestaat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"sterkGrindigZand";"Ja";"Ja";"Grove minerale grond die voor meer dan 50% uit zand en voor meer dan 20% uit grind bestaat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"siltigZand";"Ja";"Ja";"Grove minerale grond die voor meer dan 50% uit zand bestaat en verder uit fijn materiaal dat zich gedraagt als silt."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"siltigZandMetGrind";"Ja";"Ja";"Grove minerale grond die voor meer dan 50% uit zand bestaat, en verder vooral uit fijn materiaal dat zich gedraagt als silt, en grind bevat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"kleiigZand";"Ja";"Ja";"Grove minerale grond die voor meer dan 90% uit zand bestaat en verder uit fijn materiaal dat zich gedraagt als klei."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"kleiigZandMetGrind";"Ja";"Ja";"Grove minerale grond die voor meer dan 90% uit zand bestaat en verder vooral uit fijn materiaal dat zich gedraagt als klei, en grind bevat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"silt";"Ja";"Ja";"Fijne minerale grond die zich gedraagt als silt, geen grind of zeer grof materiaal en geen zichtbaar of voelbaar zand (bij uitsmeren over de hand) bevat. "
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"siltMetKeien";"Ja";"Ja";"Fijne minerale grond die zich gedraagt als silt en keien en ander zeer grof en grof materiaal bevat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"siltMetKeitjes";"Ja";"Ja";"Fijne minerale grond die zich gedraagt als silt en keitjes en grof materiaal bevat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"zwakGrindigSilt";"Ja";"Ja";"Fijne minerale grond die zich gedraagt als silt, geen zeer grof materiaal en enkele grindkorrels bevat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"sterkGrindigSilt";"Ja";"Ja";"Fijne minerale grond die zich gedraagt als silt, geen zeer grof materiaal en veel grindkorrels bevat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"zwakZandigSilt";"Ja";"Ja";"Fijne minerale grond die zich gedraagt als silt, zichtbaar en nauwelijks voelbaar zand en geen grind of zeer grof materiaal bevat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"zwakZandigSiltMetGrind";"Ja";"Ja";"Fijne minerale grond die zich gedraagt als silt, zichtbaar en nauwelijks voelbaar zand en enkele grindkorrels bevat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"sterkZandigSilt";"Ja";"Ja";"Fijne minerale grond die zich gedraagt als silt, goed zichtbaar en duidelijk voelbaar zand en geen grind of zeer grof materiaal bevat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"sterkZandigSiltMetGrind";"Ja";"Ja";"Fijne minerale grond die zich gedraagt als silt, goed zichtbaar en duidelijk voelbaar zand en enkele grindkorrels bevat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"klei";"Ja";"Ja";"Fijne minerale grond die zich gedraagt als klei, geen grind of zeer grof materiaal en geen zichtbaar of voelbaar zand bevat. "
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"kleiMetKeien";"Ja";"Ja";"Fijne minerale grond die zich gedraagt als klei, keien bevat tot een maximum van 30% en voor een niet nader bepaald deel uit ander zeer grof en grof materiaal bestaat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"kleiMetKeitjes";"Ja";"Ja";"Fijne minerale grond die zich gedraagt als klei, keitjes bevat tot een maximum van 30% en voor een niet nader bepaald deel uit grof materiaal bestaat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"zwakGrindigeKlei";"Ja";"Ja";"Fijne minerale grond die zich gedraagt als klei, enkele grindkorrels en geen zichtbaar of voelbaar zand bevat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"sterkGrindigeKlei";"Ja";"Ja";"Fijne minerale grond die zich gedraagt als klei, veel grindkorrels en geen zichtbaar of voelbaar zand bevat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"zwakZandigeKlei";"Ja";"Ja";"Fijne minerale grond die zich gedraagt als klei, zichtbaar en nauwelijks voelbaar zand en geen grind of grover materiaal bevat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"zwakZandigeKleiMetGrind";"Ja";"Ja";"Fijne minerale grond die zich gedraagt als klei, zichtbaar en nauwelijks voelbaar zand en enkele grindkorrels bevat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"sterkZandigeKlei";"Ja";"Ja";"Fijne minerale grond die zich gedraagt als klei, goed zichtbaar en duidelijk voelbaar zand en geen grind of grover materiaal bevat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"sterkZandigeKleiMetGrind";"Ja";"Ja";"Fijne minerale grond die zich gedraagt als klei, goed zichtbaar en duidelijk voelbaar zand en enkele grindkorrels bevat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"detritus";"Ja";"Ja";"Organische grond die uit detritus bestaat, een organisch materiaal met nauwelijks enige treksterkte, dat uit gebroken vezels bestaat en weinig samenhang vertoont."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"zwakZandigeDetritus";"Ja";"Ja";"Organische grond die uit detritus bestaat en voelbaar zandkorrels bevat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"sterkZandigeDetritus";"Ja";"Ja";"Organische grond die uit detritus bestaat en zichtbaar zandkorrels bevat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"siltigeDetritus";"Ja";"Ja";"Organische grond die uit detritus bestaat en waarneembaar silt bevat. "
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"kleiigeDetritus";"Ja";"Ja";"Organische grond die uit detritus bestaat en waarneembaar klei bevat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"humus";"Ja";"Ja";"Organische grond die uit humus bestaat, een gehomogeniseerd mengsel zonder treksterkte dat hoofdzakelijk bestaat uit de niet-makkelijk afbreekbare resten van de bovengrondse delen van planten."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"zwakZandigeHumus";"Ja";"Ja";"Organische grond die uit humus bestaat en voelbaar zandkorrels bevat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"sterkZandigeHumus";"Ja";"Ja";"Organische grond die uit humus bestaat en zichtbaar zandkorrels bevat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"siltigeHumus";"Ja";"Ja";"Organische grond die uit humus bestaat en waarneembaar silt bevat. "
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"kleiigeHumus";"Ja";"Ja";"Organische grond die uit humus bestaat en waarneembaar klei bevat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"veen";"Ja";"Ja";"Organische grond die uit veen bestaat, een vezelig en samenhangend organisch materiaal met enige treksterkte dat bestaat uit de nog gedeeltelijk als zodanig herkenbare delen van planten."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"zwakZandigVeen";"Ja";"Ja";"Organische grond die uit veen bestaat en voelbaar zandkorrels bevat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"sterkZandigVeen";"Ja";"Ja";"Organische grond die uit veen bestaat en zichtbaar zandkorrels bevat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"siltigVeen";"Ja";"Ja";"Organische grond die uit veen bestaat en waarneembaar silt bevat. "
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"kleiigVeen";"Ja";"Ja";"Organische grond die uit veen bestaat en waarneembaar klei bevat."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"bruinkool";"Ja";"Ja";"Organische grond, die compact is en een hoge treksterkte heeft."
"GeotechnischeGrondsoort";"urn:bro:bhrgt:GeotechnicalSoilName";"gyttja";"Ja";"Ja";"Organische grond, die amorf is, stroef aanvoelt en een pasta-achtige consistentie heeft."
"Gesteentesoort";"urn:bro:bhrgt:RockType";"breccie";"Ja";"Ja";"Het gesteente bestaat voor meer dan 50% uit grove, hoekige korrels met een mediaan groter dan 2 mm."
"Gesteentesoort";"urn:bro:bhrgt:RockType";"conglomeraat";"Ja";"Ja";"Het gesteente bestaat voor meer dan 50% uit grove, afgeronde korrels met een mediaan groter dan 2 mm."
"Gesteentesoort";"urn:bro:bhrgt:RockType";"conglomeraatFijneMatrix";"Ja";"Ja";"Het gesteente bestaat uit grove, afgeronde korrels die elkaar raken met daartussen fijnkorrelig materiaal. De mediaan van de grove fractie is groter dan 2 mm."
"Gesteentesoort";"urn:bro:bhrgt:RockType";"conglomeraatZandig";"Ja";"Ja";"Het gesteente bestaat uit grove, afgeronde korrels die elkaar raken met daartussen fijner grofkorrelig materiaal. De mediaan van de grove fractie is groter dan 2 mm en de mediaan van de fijnere fractie ligt tussen 0,063 en 2 mm."
"Gesteentesoort";"urn:bro:bhrgt:RockType";"dolomiet";"Ja";"Ja";"Het gesteente bestaat voor meer dan 95% uit calcium-magnesiumcarbonaat."
"Gesteentesoort";"urn:bro:bhrgt:RockType";"gips";"Ja";"Ja";"Het gesteente bestaat voor meer dan 95% uit calciumsulfaat."
"Gesteentesoort";"urn:bro:bhrgt:RockType";"kalksteenFijnkorrelig";"Ja";"Ja";"Het gesteente bestaat voor meer dan 50% uit korrels van koolzure kalk waarvan de mediaan kleiner is dan 0,063 mm. "
"Gesteentesoort";"urn:bro:bhrgt:RockType";"kalksteenGrofkorrelig";"Ja";"Ja";"Het gesteente bestaat voor meer dan 50% uit korrels van koolzure kalk waarvan de mediaan tussen 0,063 en 2 mm ligt."
"Gesteentesoort";"urn:bro:bhrgt:RockType";"kalksteenHardsteen";"Ja";"Ja";"Het gesteente bestaat voor meer dan 50% uit koolzure kalk en korrels zijn niet (meer) herkenbaar."
"Gesteentesoort";"urn:bro:bhrgt:RockType";"kleisteen";"Ja";"Ja";"Het gesteente bestaat uit siliciklastisch materiaal waarvan de korrels niet met een loep zichtbaar zijn en een mes niet krassen."
"Gesteentesoort";"urn:bro:bhrgt:RockType";"kleisteenZandig";"Ja";"Ja";"Het gesteente bestaat voor 50-95% uit siliciklastisch materiaal waarvan de korrels niet met een loep zichtbaar zijn en een mes niet krassen, met daarin grovere deeltjes met een mediaan die tussen de 0,063 en 2 mm ligt. "
"Gesteentesoort";"urn:bro:bhrgt:RockType";"mergel";"Ja";"Ja";"Fijn- of grofkorrelige kalksteen die voor meer dan 95% uit koolzure kalk bestaat, in Limburg voorkomt en waarin veel resten van fossielen te zien zijn."
"Gesteentesoort";"urn:bro:bhrgt:RockType";"mergelKleiig";"Ja";"Ja";"Een mengsel dat voor 50 tot 95% uit mergel bestaat en voor het overige uit niet-kalkig materiaal, waarvan de korrels niet met een loep zichtbaar zijn en een mes niet krassen."
"Gesteentesoort";"urn:bro:bhrgt:RockType";"mergelSiltig";"Ja";"Ja";"Een mengsel dat voor 50 tot 95% uit mergel bestaat en voor het overige uit niet-kalkig materiaal, waarvan de korrels niet met een loupe zichtbaar zijn en een mes krassen of knarsen tussen de tanden. "
"Gesteentesoort";"urn:bro:bhrgt:RockType";"mergelZandig";"Ja";"Ja";"Een mengsel dat voor 50 tot 95% uit mergel bestaat en voor het overige uit niet-kalkig materiaal, waarvan de korrels een mediaan tussen de 0,063 en 2 mm hebben. "
"Gesteentesoort";"urn:bro:bhrgt:RockType";"siltsteen";"Ja";"Ja";"Het gesteente bestaat uit siliciklastisch materiaal en dat bestaat voor meer dan 95 % uit korrels die kleiner zijn dan 0,063 mm en die een mes krassen of tussen de tanden knarsen."
"Gesteentesoort";"urn:bro:bhrgt:RockType";"siltsteenZandig";"Ja";"Ja";"Het gesteente bestaat uit siliciklastisch materiaal en dat bestaat voor 50-95% uit korrels die kleiner zijn dan 0,063 mm en die een mes krassen en verder uit grovere korrels waarvan de mediaan tussen de 0,063 en 2 mm ligt; de grovere korrels raken elkaar niet."
"Gesteentesoort";"urn:bro:bhrgt:RockType";"steenkool";"Ja";"Ja";"Het gesteente bestaat uit zwart, amorf organisch materiaal."
"Gesteentesoort";"urn:bro:bhrgt:RockType";"steenzout";"Ja";"Ja";"Het gesteente bestaat uit kristallijn zout."
"Gesteentesoort";"urn:bro:bhrgt:RockType";"vuursteen";"Ja";"Ja";"Het gesteente bestaat uit microkristallijne, opake kwarts."
"Gesteentesoort";"urn:bro:bhrgt:RockType";"zandsteen";"Ja";"Ja";"Het gesteente bestaat uit siliciklastisch materiaal en dat bestaat voor meer dan 95% uit kwartskorrels met een mediaan die tussen 0,063 en 2 mm ligt."
"Gesteentesoort";"urn:bro:bhrgt:RockType";"zandsteenKleiig";"Ja";"Ja";"Het gesteente bestaat uit siliciklastisch materiaal en dat bestaat voor 50 tot 95% uit kwartskorrels met een mediaan die tussen 0,063 en 2 mm ligt en voor het overige uit materiaal, waarvan de korrels niet met een loep zichtbaar zijn en die een mes niet krassen."
